cluster_id,official_name,query,decision,conf_norm,nli_entail_norm,sbert_norm,bm25_norm,final_rank_score,weighted_sum,geometric_mean,conservative_min,demand_score,conf,nli_entail,sbert,bm25,rank
0,방송법,"핵심 키워드: 피임, 상담해준대, 성건강상담, 카톡채널, 지원정책, 러브플랜에, 참았던, 이젠, 스트레스, 상담내용, 09, 성매개감염병, 궁금해, 남겨진, 산부인.",자동 확정,1.0,0.9705882352941176,0.08823529411764706,0.47058823529411764,0.4240012895775494,0.6196005158310198,0.44313608931584936,0.08823529411764706,0.5490147452249516,0.8648,0.7297,0.2644,0.0,11
18,우편법 시행규칙,"핵심 키워드: 상고에, 박원순, 2022, 조민씨, 2년에, 국가인권위원회, 판결한, 서울시장에, 인정했던, 종결됐다, 심리불속행, 2심에, 아이브, 취소청구소송, 탈덕수용소.",휴먼 검토,0.3235294117647059,0.3235294117647059,0.5588235294117647,0.47058823529411764,0.690586367078958,0.5085874880080539,0.4526809902882366,0.3235294117647059,0.48622488892012694,0.688,0.376,0.3817,0.0,12
16,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,"핵심 키워드: 한겨레, 여성혐오, 토론회, 의원직, 비유, 진영, 단어, 생방송, 성기, 입에, 강간, 순화해서, 처럼, 앞세워, 제명에.",자동 확정,0.9705882352941176,0.9411764705882353,0.029411764705882353,0.47058823529411764,0.3713495929289805,0.5808927783480629,0.34223958214039646,0.029411764705882353,0.4854314998649963,0.8322,0.6645,0.2081,0.0,13
6,선거관리위원회 공무원 규칙,"핵심 키워드: 벌점, 모니터, 설치할, 영화, 근미래, 감시하고, 개인영상정보, 사카모토, 보여줄, 테크노, 안전, 도입한다, 음악에, 사업장, 류이치.",자동 확정,0.6764705882352942,0.6764705882352942,0.058823529411764705,0.47058823529411764,0.5794391884851696,0.5553050871587737,0.37423083552197256,0.058823529411764705,0.4828753865040532,0.7513,0.5026,0.2597,0.0,14
11,지방세특례제한법 시행령,"핵심 키워드: 글귀, 신청방법, 원데이클래스, 7층, 청춘정거장, 실습, 강의장소, 198, 15, 신청에, 00, 강의대상, 만들기, 액자, 캘리그라피.",휴먼 검토,0.47058823529411764,0.47058823529411764,0.7941176470588235,0.47058823529411764,0.3581012923651486,0.4579463992990006,0.49472378030263386,0.3581012923651486,0.4726573517004539,0.7325,0.4651,0.4085,0.0,15
27,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,"핵심 키워드: 분야에, ai혁명, 데이터, 법제, 기술, 기업들, 47, 발전, 모델, 자원, 급속한, ai, 현실화, 원문, 지위.",휴먼 검토,0.5882352941176471,0.5882352941176471,0.3235294117647059,0.47058823529411764,0.3626481737541175,0.4597651518545882,0.45313592747007214,0.3235294117647059,0.4571134621007818,0.7442,0.4884,0.3237,0.0,16
30,도로명주소법 시행령,"핵심 키워드: 하던, 법인보험대리점, 분쟁조정, 사문서위조, 합의금, 재발방지, 노출됐다면, 세입자, 보호하세요, 포함된다, 몇몇, 아닌데, 사라졌어요, go, 위반입니다.",휴먼 검토,0.38235294117647056,0.38235294117647056,0.20588235294117646,0.47058823529411764,0.6910367938166251,0.4970029528207677,0.3964040164208644,0.20588235294117646,0.4567633782608064,0.7119,0.4237,0.3154,0.0,17
39,지방세특례제한법 시행령,"핵심 키워드: 한화, lg유플러스, 조선팰리스, 재계, 국유화, 본부장, 원전, 롯데, 2036년, 강동구, cj, 체코, 단일화, 경력단절여성, 팻말.",휴먼 검토,0.4117647058823529,0.4117647058823529,0.6764705882352942,0.47058823529411764,0.4019448169785669,0.4401896914973091,0.46480514956387475,0.4019448169785669,0.45003587472393536,0.7132,0.4263,0.3893,0.0,18
31,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,"핵심 키워드: 학보사, 챙겨볼까요, 추첨, 제3회, 추가됐다, 싸이버거세트, 모의재판, 치열한, 만족, 설문에, 콜라1, 우열, 아메리카노, 25l, 메가커피.",휴먼 검토,0.35294117647058826,0.35294117647058826,0.6470588235294118,0.47058823529411764,0.4871816108661844,0.44781382081706206,0.45012804771204157,0.35294117647058826,0.4487395115750539,0.7004,0.4007,0.3868,0.0,19
2,지방세특례제한법 시행령,"핵심 키워드: 아리엘음악치료센터아리의음악학원아리작곡, 성장하, 창의감성교육, 준수하고, 어라운드스토리, 다중지능, 발달재활서비스, 창의감성음악놀이터모두의음악친구어라운드스토리, 브레인앤뮤직, 디지털교육, 게시됩니다, 꿈꾸는대, 친구들, 믿음대, ai활용교육.",휴먼 검토,0.6470588235294118,0.6470588235294118,0.38235294117647056,0.47058823529411764,0.241641977096711,0.440774437897508,0.4487795737878511,0.241641977096711,0.4439764922536452,0.749,0.498,0.332,0.0,20
35,환경보건법 시행령,"핵심 키워드: 상에, 악의적, 무분별하게, 경고드립니다, 확산되고, 느끼고, 강경, 행위입니다, 대중, 제307조, 가벼, 여겨져서, 아티스트, 갤럭시코퍼레이션, 게시글.",휴먼 검토,0.08823529411764706,0.08823529411764706,0.9117647058823529,0.47058823529411764,0.8856169144796828,0.527776177556579,0.31204044176121704,0.08823529411764706,0.4414818832384342,0.6411,0.2822,0.4126,0.0,21
32,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,"핵심 키워드: 발제, 공개세미, 안전하고, 토론에서, 컨벤션홀, 계속됩니다, 사전등록, 표준, 저장되지, 보건의료, 국제, 언급된, ai정책, pipc, 개최됩니다.",휴먼 검토,0.17647058823529413,0.17647058823529413,0.8235294117647058,0.47058823529411764,0.6967191633714005,0.47868766534856017,0.3845426550415575,0.17647058823529413,0.44102966122575915,0.6716,0.3433,0.4088,0.0,22
23,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,"핵심 키워드: 시공비, 오세요, 샤시도어2개, 물받, 아래, 열교환, 튼튼해진, 솔라가드, 양문1, 서까래받침대, 폴카, 환풍기, 5m, 옵션, 상담.",자동 확정,0.7352941176470589,0.7352941176470589,0.47058823529411764,0.47058823529411764,0.1165545233774793,0.4348571034686388,0.4255461732512778,0.1165545233774793,0.4311327313816944,0.7722,0.5444,0.3478,0.0,23
28,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,"핵심 키워드: 패스, 과정이었습니다, 되시겠다, 와인이다, 정답, 배운, 안전조치의무에, 끝입니다, 순찰에, 무더운, 중소기업청에서, 마중물, 자동차에, 못하지, 지하상.",휴먼 검토,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.47058823529411764,0.6773313041324187,0.45916781577061455,0.3651061007421364,0.23529411764705882,0.42154312975922326,0.6878,0.3756,0.3158,0.0,24
37,전북특별자치도 설치 및 글로벌생명경제도시 조성을 위한 특별법 시행령,"핵심 키워드: 실존, 형사19단독, 왜곡하고, 면죄부, 추적해, 급기야, vip, 인물인지, 신고한, 성접대, 경로로, 확대하, 프로필에, 악질적인, 작성하고.",휴먼 검토,0.5294117647058824,0.5294117647058824,0.35294117647058826,0.47058823529411764,0.2629930371043858,0.39931486190057786,0.41454813365134247,0.2629930371043858,0.4054081706008837,0.7411,0.4823,0.3254,0.0,25
36,우편법 시행규칙,"핵심 키워드: 외도, 용인이혼, 받아내야겠다, 재판상, 직계존속, 치유하, 마땅한, 열어보거, 날로, 의뢰하, 나타난, 억하심정, 청구권, 응징, 사항이라서.",휴먼 검토,0.2647058823529412,0.2647058823529412,0.4117647058823529,0.47058823529411764,0.5678062446326607,0.4212401449118879,0.377923159490081,0.2647058823529412,0.40391335074316514,0.6806,0.3612,0.3428,0.0,26
9,헌법재판소 공무원 규칙,"핵심 키워드: 교육청에, 학폭, 수험생, 예방교육, 법정의무교육강사, 장애인인식개선교육, 에듀이너스, 교사, 직장내성희롱예방교육, 의무교육, 강사섭외, 완전정복, 4시간, 10명, 함께합니다.",휴먼 검토,0.14705882352941177,0.14705882352941177,0.4411764705882353,0.47058823529411764,0.7108573203500649,0.434342928140026,0.3168134453422541,0.14705882352941177,0.3873311350209172,0.6658,0.3316,0.346,0.0,27
20,제대혈 관리 및 연구에 관한 법률 시행령,"핵심 키워드: 지분에, 김수현, 녹취파일, 팬입니다, 응원하, 일리, 벽산블루밍, 겨울방학, 40억, 탄원인, 가압류, 성관계, 2학년, 골드메달리스트, 사람들에.",휴먼 검토,0.4411764705882353,0.4411764705882353,0.5,0.47058823529411764,0.2285171530938462,0.3649362730022444,0.40174539907586015,0.2285171530938462,0.3796599234316907,0.7281,0.4561,0.3501,0.0,28
38,통일부와 그 소속기관 직제 시행규칙,"핵심 키워드: 스팩트럼, 최영호본부장입니다, 30개보험회사, 한아름본부에서, 감솨합니디, 회식비, 신입, phone, 부분지원, 한번에, 주부, 148본부만, 많은건, 배귀현, 프라임에셋.",휴먼 검토,0.5,0.5,0.11764705882352941,0.47058823529411764,0.3547335712302273,0.40071695790385564,0.34531296771469844,0.11764705882352941,0.3785553618281927,0.74,0.48,0.2904,0.0,29
17,기상법 시행규칙,"핵심 키워드: 연도, 많았다, 2015, 사진들, media마다, 80장이다, facebook, 갯수, 배열되지, 습하다, 걸린다, 경찰서에, 1장, 올리지, 실내.",휴먼 검토,0.11764705882352941,0.11764705882352941,0.8823529411764706,0.9705882352941176,0.3148040750699539,0.35827457120445216,0.32687068332672414,0.11764705882352941,0.34571301605336097,0.6451,0.2902,0.4124,5.3042,30
8,우편법 시행규칙,"핵심 키워드: 흥덕, 상담사, 어려울것, 원서, 도시라, 모의면접, 찻값, 금전, 청두에, 인민공원에, 군인, 도넛, 해줘, 찾아낸, 중독.",휴먼 검토,0.23529411764705882,0.23529411764705882,0.14705882352941177,0.47058823529411764,0.5227062651801778,0.3649648590132476,0.2886173266576409,0.14705882352941177,0.3344258460710049,0.6789,0.3579,0.3067,0.0,31
13,지방세특례제한법 시행령,"핵심 키워드: 방면, heraldbiz, 일간베스트, 헤럴드경제, 518민주화운동, 더메디컬, 랭킹, 3위, 워마드, 추천된, 폄훼, 정치비방, 더보기, 선택한다, 자율에.",휴먼 검토,0.20588235294117646,0.20588235294117646,0.5294117647058824,0.47058823529411764,0.3825839453412439,0.33538651931296815,0.33210845191499805,0.20588235294117646,0.3340752923537801,0.6745,0.349,0.3649,0.0,32
33,우편법 시행규칙,"핵심 키워드: 속지, 법집행부서, 서민들, 가정사, 예외적, 방지하기, 통지하도록, 법만드, 왜곡입니다, 본래, 자극하, 건강기록, 제공했다면, 프라이드였다, 유포되.",휴먼 검토,0.029411764705882353,0.029411764705882353,0.9411764705882353,0.47058823529411764,0.5757365314872412,0.3832357890654848,0.18565883287375598,0.029411764705882353,0.30420500658879324,0.607,0.2139,0.4178,0.0,33
29,식품 등의 표시ㆍ광고에 관한 법률 시행규칙,"핵심 키워드: 전적, 13억6900만원, 판매자, 과징금, 중국계, 몰래, 배송, 처리위탁, 스타벅스, 부과받았습니다, 벧엘몬테소리, 테무에, 국외, 집중하겠다, 의결했다고.",휴먼 검토,0.058823529411764705,0.058823529411764705,0.5882352941176471,1.0,0.3707149574784873,0.33063892416786556,0.23743168193310152,0.058823529411764705,0.29335602727395993,0.6107,0.2213,0.382,7.1017,34
